padyam_id	meter	meter_class	satakam	split	text	gold_valid	violated	violated_raw	edit.pos	edit.old	edit.new	edit.direction	edit.line	edit.akshara	edit.word	edit.attested	violation.paada	violation.gana	violation.akshara	violation.observed	violation.aksharas	id	edit	violation
pdy-champakamaala-0032	champakamaala	vruttamu	""	train	మునుపొనరించు పాతక మమోఘము జీవూలకెల్లఁ బూని యా\nవెనుకటి జన్మమం దనుభవింపక తీఱదు; రాఘవుండు వా\nలిని బడనేసి తా మగుడ లీల యదూద్భవుఁడై కిరాతుచే\nవినిశిత బాణపాతమున వీడ్కొనఁడే తన మేను భాస్కరా!	false	["seq"]	["seq"]	28	ు	ూ	lengthen	0	14	జీవూలకెల్లఁ	false	0	4	12	|UU	["ము","జీ","వూ"]	pdy-v-00072		
pdy-vutpalamaala-0056	vutpalamaala	vruttamu	""	dev	లోకములోన దుర్జనుల లోఁతు నెఱుంగక చేరరాదు సు\nశ్లోకుఁడు చేరినం గవయఁజూతురు చేయుదు రెక్కసక్కెము\nల్‌ కోకీలఁ గన్నచోట గుమికూడి యసహ్యపుఁ గూతలార్చుచుం\nగాకులు తన్నవే తఱిమి కాయము తల్లడమంద భాస్కరా!	false	["seq"]	["seq"]	98	ి	ీ	lengthen	2	1	కోకీలఁ	false	2	0	40	UU|	["ల్కో","కీ","ల"]	pdy-v-00073		
pdy-vutpalamaala-0057	vutpalamaala	vruttamu	""	train	లోను దృఢంబుగాని పెనులోభిని నమ్మి యసాధ్యకార్యము\nల్‌ కానక పూనునే నతఁడు గ్రక్కునఁ గూలును; నోటిపుట్టిపై\nమానవుఁ డెక్కిపోవ నొకమాటు బుటుక్కున ముంపకుండునే\nతానొకలోఁతునం గెడసి దానిఁ దరింపఁగ లేక భాస్కరా!	true	[]	[]														pdy-v-00074		
pdy-champakamaala-0033	champakamaala	vruttamu	""	dev	వలనుగఁ గానలందుఁ బ్రతివర్షమునం బులి నాలుగైదు పి\nల్లలఁ గను దూడనొక్కటి నిలం గను ధేనువు రెండుమూఁడు నేఁ\nడుల కటులైన బెబ్బులి కుటుంబము లల్పములాయె నాలమం\nదలు గడువృద్ధిఁ జెందవె యధర్మము ధర్మముఁ దెల్ప భాస్కరా!	true	[]	[]														pdy-v-00075		
pdy-champakamaala-0034	champakamaala	vruttamu	""	train	వలవదు క్రూరసంగతి యవశ్య మొకప్పుడు సేయఁబడ్డచోఁ\nగొలదియెఁ గాని యెక్కువలు గూడవు; తమ్ములపాకు లోపలం\nగలసిన సున్నమించుకయ కాక మఱించుక యెక్కువైనచో\nనలుగడఁ జుఱ్ఱుచుఱ్ఱుమని నాలుక పొక్కక యున్నె భాస్కరా!	true	[]	[]														pdy-v-00076		
pdy-vutpalamaala-0062	vutpalamaala	vruttamu	""	train	సారవివేకవర్తనల సన్నుతికెక్కిన వారిలోపలం\nజేరినయంత మూఢులకుఁ జేపడ దానడ; యెట్టులన్నఁ గా\nసారములోన హంసముల సంగతి నుండెడి కొంగపిట్ట కే\nతీరునఁ గల్గ నేర్చును దదీయగతుల్‌ దలపోయ భాస్కరా!	true	[]	[]														pdy-v-00077		
pdy-champakamaala-0042	champakamaala	vruttamu	""	train	స్ఫురతర కీర్తిమంతులగు పుత్త్రుల గాంచినఁగాక మూఢము\nష్కరులఁ గనంగఁ దేజములు గల్గవుగా; మణికీలితాంగుళా\nభరణము లంగుళంబుల శుభస్థితిఁ బెట్టినఁగాక గాజు టుం\nగరములు పెట్టినందున వికాసము గల్గునటయ్య? భాస్కరా!	true	[]	[]														pdy-v-00078		
pdy-champakamaala-0043	champakamaala	vruttamu	""	train	సిరిమగఁడున్ బితామహుఁడుఁ జేరి భజింపఁగ వెండికొండపై\nసరస నవేందుకాంతమణిసౌధమునందుఁ బసిండిగద్దెపై\nగిరిసుతఁ గూడి వేడుకలఁ గేరెడు నిన్ను మదిన్ దలంచెద\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00079		
pdy-champakamaala-0048	champakamaala	vruttamu	""	train	మరలని భక్తితోడ మును మల్హణబిల్హణముఖ్యసత్కవీ-\nశ్వరులు కవిత్వవైఖరిని సారెకు నిన్ బ్రణూతించి ధన్యులై\nబరగిరటంచు నేను నినుఁ బద్యముఖంబుగ సంస్మరించెద\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	82	ు	ూ	lengthen	1	15	బ్రణూతించి	false	1	5	36	UU|	["ణూ","తిం","చి"]	pdy-v-00080		
pdy-champakamaala-0050	champakamaala	vruttamu	""	train	శరశరదిందుకుందహరిచందనహారతుషారతారకా-\nదరఘనసారవర్ణ వరదండశుకాంబుజపాణి వాణి యా-\nదరమునఁ బ్రోచుచోఁ గవికదంబము నిన్బ్రణుతించు ధన్యమై\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00081		
pdy-champakamaala-0052	champakamaala	vruttamu	""	dev	గురుతరలీలఁ బీఠపురి కుక్కుటలింగమహాప్రభుండవై\nబరగెడు నిన్ను నేనిపుడు భక్తి దలర్పఁగ నాశ్రయింతు నీ\nవరకరుణానిరీక్షణము వాలెము నాపయి నిల్పి ప్రోవవే\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00082		
pdy-champakamaala-0058	champakamaala	vruttamu	""	train	శరధిశయాంబకాయ రవిచంద్రకృపీటభవాంబకాయ గో-\nపరివృఢకేతనాయ సితపర్వతకూటనికేతనాయ సు-\nస్థిరకరుణామతే భగవతే శివ తే నమ యంచు మొక్కెద\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00083		
pdy-champakamaala-0060	champakamaala	vruttamu	""	train	శిరములు వేయిగల్గు నహిశేఖరుఁడైన చతుర్ముఖంబుల\nన్ బరగు విధాతయైన సులభంబుగ నొక్కిసుమంతయైన నీ\nచరితము లెన్నఁజాలరట శక్తులమే మముబోంట్ల మెన్నఁగాఁ\nజిరవిభవా! భవా! విజీతచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	154	ి	ీ	lengthen	3	8	విజీతచిత్తభవా	false	3	2	69	U|U	["వా","వి","జీ"]	pdy-v-00084		
pdy-champakamaala-0063	champakamaala	vruttamu	""	train	ధరణి రథంబుగా శృతివితానము వాజులుగా రమామనో-\nహరుఁడు శరంబుగా మరుదహార్యము సింగిణిగా బిలేశయే-\nశ్వరుఁడు గుణంబుగా నలువ సారథిగాఁ దిగప్రోళ్లఁ గూల్చితౌ\nచిరవీభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	145	ి	ీ	lengthen	3	2	చిరవీభవా	false	3	0	63	||U	["చి","ర","వీ"]	pdy-v-00085		
pdy-champakamaala-0069	champakamaala	vruttamu	""	dev	శరధిశయానుఁడైన హరి సారసబంధుకూలంబునందు దా-\nశరథి యనం జనించి బహుసంఖ్యలు మీఱిన లింగమూర్తుల\nన్ సరవిఁ బ్రతిష్ఠఁ జేసెనఁట శక్యమె నీ యధికత్వమెన్నఁగాఁ\nజిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	27	ు	ూ	lengthen	0	15	సారసబంధుకూలంబునందు	false	0	5	15	UU|	["కూ","లం","బు"]	pdy-v-00086		
pdy-champakamaala-0081	champakamaala	vruttamu	""	dev	మెరమేర లేక నీవు మును మేదరిసెట్టియు బోయలెంకయు\nన్ బెరసుకులంపు చాకలియు బెట్టిన యోగిర మారగించితౌ\nసరిసరి నిన్ను నర్చనలు సల్పెడుచో నియమంబులేలయా\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	4	ె	ే	lengthen	0	2	మెరమేర	false	0	0	0	||U	["మె","ర","మే"]	pdy-v-00087		
pdy-champakamaala-0092	champakamaala	vruttamu	""	test	పరుసము సోకి లోహము శుభస్థితి బంగరమైన రీతి స-\nద్గురుకరుణానిరీక్షణ మకుంఠితలీల నొకింత సోకిన\nన్ నరుఁడు మహాత్ముఁడై బుధజనస్తుతుఁడై నినుఁ జెందుఁబో తుది\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00088		
pdy-champakamaala-0097	champakamaala	vruttamu	""	train	గరుడముఁ గన్న పన్నగనికాయములట్ల మృగేంద్రుఁ గన్న కుం-\nజరములకైవడిన్ దురితసంఘములెల్లఁ దొలంగి పారుచో\nనరుఁడొకచో ననాస్థనయీనం భవదాహ్వయ ముచ్చరించిన\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	113	ి	ీ	lengthen	2	9	ననాస్థనయీనం	false	2	3	51	UU|	["యీ","నం","భ"]	pdy-v-00089		
pdy-champakamaala-0098	champakamaala	vruttamu	""	dev	ధరణిసురు న్వధించీన మదంబున గోనిధనంబొనర్చినం\nగురుసతిఁ గూడినన్ మధువుఁ గ్రోలిన హేమము మ్రుచ్చలించిన\nన్ దొరకొను పాతకంబు లొకతూరి శివా యనినన్ దొలంగుఁబో\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	16	ి	ీ	lengthen	0	7	న్వధించీన	false	0	2	6	UU|	["ధిం","చీ","న"]	pdy-v-00090		
pdy-champakamaala-0100	champakamaala	vruttamu	""	test	దురితము లేమిసేయు గ్రహదోషపిశాచరుజామృగోరగో-\nత్కరభయమేల కల్గు నృపతస్కరవహ్నిభయంబులే ప్రియం\nబెరయు నరుం డొకప్డు నినుఁ బేర్కొని నెమ్మది సంస్మరించిన\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00091		
pdy-champakamaala-0102	champakamaala	vruttamu	""	train	వెరవిరవార నేపగిది వేఁడినఁ గానియు నియ్యలేని ము-\nష్కరనరనాయకాధముల సావడులం బడి ప్రేలువారికి\nన్ నిరతకృపార్ద్రదృష్టిమెయి నీవీడ కన్యుఁ డొసంగఁజాలునే\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	118	ి	ీ	lengthen	2	11	నీవీడ	false	2	3	51	|UU	["యి","నీ","వీ"]	pdy-v-00092		
pdy-champakamaala-0105	champakamaala	vruttamu	""	train	హరువులు దీర్ప నీవు హృదయంబున నెప్పుడు గల్గియుండఁగా\nవెరవరి యందు నందులకు వేరడులై చనుచుంద్రు పామరు\nల్ నేరయఁగ వెన్న చేతినిడి నేతికి ద్రిమ్మరు కైవడిం గటా!\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	99	ె	ే	lengthen	2	0	నేరయఁగ	false	2	0	42	U||	["ల్నే","ర","య"]	pdy-v-00093		
pdy-champakamaala-0108	champakamaala	vruttamu	""	dev	బురుదను హాళితో నురెడిపుర్వు మెలంగుచునుండి యెప్పుడు-\nన్బురుద యొకింతయైనఁ దనుఁ బొందకయుండ మెలంగునట్లు నే-\nర్పరి గృహమేధియయ్యు భవబంధమునంటక నిన్నుఁ జెందుఁబో\nచిరవిభవా! భవా! వీజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	166	ి	ీ	lengthen	3	7	వీజితచిత్తభవా	false	3	2	69	UU|	["వా","వీ","జి"]	pdy-v-00094		
pdy-champakamaala-0115	champakamaala	vruttamu	""	train	కరతలతాళవృంతములుఁ గ్రమ్మఁగ నెవ్వఁడు తావకాలయా-\nజిరమున నాఁడు నాతఁడు వసించు విరాజితరాజతావనీ-\nధరశిఖరాగ్రరత్నసముదంచితకాంచనసౌధవీధుల\nన్ చిరవీభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	132	ి	ీ	lengthen	3	2	చిరవీభవా	false	3	0	63	||U	["న్చి","ర","వీ"]	pdy-v-00095		
pdy-champakamaala-0116	champakamaala	vruttamu	""	train	పరిచితి మీఱ మీ శిరముపై పురిసెండు జలంబొకప్పుఁ డా-\nదరమునఁ జిల్కు బల్లిదుఁడు తథ్యముగా నఖిలాఘదూరుఁడై\nధరఁ గల పుణ్యతీర్థములఁ దప్పకఁ గ్రుంకు ఫలంబుఁ జేకొను\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00096		
pdy-champakamaala-0119	champakamaala	vruttamu	""	train	తొరలెడు భక్తిఁ గప్పురపు ధూపము నీకు జనుం డొసంగుచో\nగొరగొర వానిమేనఁ గల ఘోరతరాఘపిశాచసంఘము\nల్ బరువడి కూయి వెట్టుచును బారి చనుంగద తత్క్షణంబున\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00097		
pdy-champakamaala-0123	champakamaala	vruttamu	""	test	గురుఁడవు బాంధవుండవు సఖుండవు తల్లివి దండ్రి వన్న వీ-\nశ్వరుఁడవు దాత వాప్తుఁడవు సర్వము నీవె యటంచు నమ్మితి-\nన్వరదుఁడవై కృపారసము వావిరి నాపయిఁ జిల్కి బ్రోవవె\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	151	ే	ె	shorten	2	20	బ్రోవవె	true	2	6	60	U||	["బ్రో","వ","వె"]	pdy-v-00098		
pdy-champakamaala-0124	champakamaala	vruttamu	""	test	కెరలెడు ఘోరపాపతతికి న్మదిఁ గంపిలి యేయుపాయము\nన్ దొరకక యొక్క పెన్వెరవు దోచిన నుబ్బూచు నిబ్బరంబుగా\nహరహర యంచుఁ బల్కితి నహా! దురితంబులు వీడి పారెఁబో\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	80	ు	ూ	lengthen	1	14	నుబ్బూచు	false	1	4	33	|UU	["న","ను","బ్బూ"]	pdy-v-00099		
pdy-champakamaala-0126	champakamaala	vruttamu	""	dev	గిరిశ నమోస్తు యోగిజనగేయ నమోస్తు మహోగ్రదోషసం-\nహరణ నమోస్తు భోగికులహార నమోస్తు సమస్తదేవతా-\nచరణ నమోస్తు తె యనుచు సారెకుఁ గోరి నమస్కరించెద\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	101	ే	ె	shorten	2	6	తె	true	2	2	48	|||	["తె","య","ను"]	pdy-v-00100		
pdy-champakamaala-0127	champakamaala	vruttamu	""	train	వరద పరాకు భక్తజనవంద్య పరాకు సమస్తపాపసం-\nహరణ పరాకు భక్తనివహావహదక్ష పరాకు యోగీహృ-\nశ్చరణ పరాకు సేయకిఁక సయ్యన నా మనవాలకించవే\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	75	ి	ీ	lengthen	1	19	యోగీహృ	false	1	6	39	UUU	["యో","గీ","హృ"]	pdy-v-00101		
pdy-champakamaala-0128	champakamaala	vruttamu	""	train	పరవనితా పరాస్థ నరపాలకసేవలయందుఁ గోరిక\nల్ దొరలఁగనీక నీ చరణతోయజభక్తియు సూనృతోక్తి యె-\nవ్వరికినిఁ గీడు సేయమియు వాలెము నా కొనఁగూర్చి బ్రోవవే\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00102		
pdy-champakamaala-0130	champakamaala	vruttamu	""	dev	మురువుగ నక్షమాలయును మోదికఁ బూనితి భూతి దాల్చితి\nన్ స్మరణగ నైదువర్ణముల మంత్రము వేమరు నుచ్చరించితి\nన్ దూరితపిశాచముల్ దొరగి దూరముగా జనకుండుటెట్లిక\nన్ చిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	101	ు	ూ	lengthen	2	0	దూరితపిశాచముల్	false	2	0	42	U||	["న్దూ","రి","త"]	pdy-v-00103		
pdy-champakamaala-0131	champakamaala	vruttamu	""	train	గురువరభక్తి మీఱ మిముఁ గొల్చినవాఁడనటంచుఁ దద్దయుం\nగరువముతోడ నేను కృతకర్మము లెవ్వియుఁ జేయనైతి దు-\nర్భరదురితాత్ముఁడంచును దిరస్కృతిఁ జేయక నన్నుఁ బ్రోవవె\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	146	ే	ె	shorten	2	20	బ్రోవవె	true	2	6	60	U||	["బ్రో","వ","వె"]	pdy-v-00104		
pdy-champakamaala-0135	champakamaala	vruttamu	""	train	కరిముఖ నందిభృంగిరిటికాశిసముద్భవ కాలభైరవా-\nద్యురు బలవన్మహాప్రమథయోధవరేణ్యులు గొల్వ ధారుణీ-\nధరసుతఁ గుడి నాకిపుడు తావక మోహనమూర్తిఁ జూపవే\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	false	["seq"]	["seq"]	97	ూ	ు	shorten	2	4	గుడి	true	2	1	45	|||	["త","గు","డి"]	pdy-v-00105		
pdy-champakamaala-0136	champakamaala	vruttamu	""	dev	సరభసలీల నొక్కనిమిషంబును నిన్భజియింపలేక బ\nల్ దెరవుల దుర్విచారములఁ ద్రిమ్మరుచున్నది యెన్ని చెప్పిన-\nన్మరలదు పాపజాతిమతి నాకిపు డంకెము గాదికెట్లయా\nచిరవిభవా! భవా! విజితచిత్తభవా! యభవా! మహాభవా!	true	[]	[]														pdy-v-00106		
pdy-champakamaala-0143	champakamaala	vruttamu	""	test	గురుతరమైన కావ్యరస గుంభనకబ్బురమంది ముష్కరు\nల్‌ సరసులమాడ్కి సంతసిల జాలుదురోటు శశాంకచంద్రికాం\nకురముల కిందుకాంతమణికోటి స్రవించినభంగి వింధ్యభూ\nధరమున జాఱునే శీలలు దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	152	ి	ీ	lengthen	3	7	శీలలు	false	3	2	69	UU|	["నే","శీ","ల"]	pdy-v-00107		
pdy-vutpalamaala-0075	vutpalamaala	vruttamu	""	train	దారుణపాతకాబ్ధికి సదాబడబాగ్ని భవాకులార్తి వి\nస్తార దవానలార్చికీ సుధారసవృష్టి దురంతదుర్మతా\nచార భయంకరాటవికిఁ జండకఠోరకుఠారధార నీ\nతారకనామ మెన్నుకొన దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	61	ి	ీ	lengthen	1	7	దవానలార్చికీ	false	1	2	26	|U|	["ర్చి","కీ","సు"]	pdy-v-00108		
pdy-vutpalamaala-0076	vutpalamaala	vruttamu	""	train	ముప్పునఁ గాలకింకరులు ముంగిటవచ్చినవేళ రోగము\nల్‌ గొప్పరమైనచోఁ గఫము కుత్తుక నిండినవేళ బాంధవు\nల్‌ గప్పిన వేళ మీ స్మరణ గల్గునొ గల్గదొ నాఁటి కిప్పుడే\nతప్పక చేతు మీభజన దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00109		
pdy-champakamaala-0146	champakamaala	vruttamu	""	dev	"పరమదయానిధే పతిత పావననామ హరే"యటంచు సు\nస్థిరమతులై సదా భజన సేయు మహాత్ముల పాదధూళి నా\nశీరమున దాల్తు మీరటకు జేరకుఁడంచు యముండు కింకరో\nత్కరముల కాన బెట్టునఁట దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	83	ి	ీ	lengthen	2	0	శీరమున	false	2	0	42	U||	["శీ","ర","ము"]	pdy-v-00110		
pdy-vutpalamaala-0077	vutpalamaala	vruttamu	""	train	"పండిత రక్షకుం డఖిల పాపవిమోచనుఁ డబ్జసంభవా\nఖండలపూజితుండు దశ కంఠవిలుంఠన చండకాండ కో\nదండకళాప్రవీణుఁ"డను తావక కీర్తివధూటికిత్తు బూ\nదండలుగాఁగ నా కవిత దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00111		
pdy-vutpalamaala-0084	vutpalamaala	vruttamu	""	test	"రామహరే కకుత్స్థకుల రామహరే రఘురామరామ శ్రీ\nరామహరే" యటంచు మది రంజిల భేకగళంబులీల ని\nనామము సంస్మరించిన జనంబు భవంబెడబాసి తత్పరం\nధామనివాసులౌదుఁరట దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	79	ీ	ి	shorten	1	19	ని	true	1	6	38	||	["ల","ని"]	pdy-v-00112		
pdy-vutpalamaala-0086	vutpalamaala	vruttamu	""	train	అండజవాహ నిన్ను హృదయంబున నమ్మినవారి పాపము\nల్‌ కొండలవంటివైన వెసఁ గూలి నశింపకయున్నె సంతతా\nఖండలవైభవోన్నతులు గల్గకమానునె మోక్షలక్ష్మికై\nదండయొసంగకున్నె తుద దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00113		
pdy-vutpalamaala-0087	vutpalamaala	vruttamu	""	train	చిక్కని పాలపై మిసిమిఁ జెందిన మీఁగడ పంచదారతో\nమెక్కినభంగి మీ విమల మేచకరూప సుధారసంబు నా\nమక్కువపళ్ళెరంబున సమాహిత దాస్యమనేటి దోయిట\nన్‌ దక్కెనటంచు జుఱ్ఱెదను దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00114		
pdy-vutpalamaala-0090	vutpalamaala	vruttamu	""	train	జుఱ్ఱెద మీకథామృతము జుఱ్ఱెద మీపదకంజతోయము\nన్‌ జుఱ్ఱెద రామనామమున జొబ్బిలుచున్న సుధారసంబు నె\nజుఱ్ఱెద జుఱ్ఱజుఱ్ఱఁగ రుచుల్‌ గనువారిపదంబుఁ గూర్పవే\nతఱ్ఱులతోడి పొత్తిడక దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	87	ే	ె	shorten	1	19	నె	true	1	6	38	||	["బు","నె"]	pdy-v-00115		
pdy-vutpalamaala-0095	vutpalamaala	vruttamu	""	train	గద్దరి యోగిహృత్కమల గంధరసానుభవంబుఁజెందు పె\nన్నిద్దపు గండుఁదేఁటి ధరణీసుత కౌఁగిలిపంజరంబున\nన్‌ ముద్దులు గుల్కు రాచిలక ముక్తినిధానమ రామ రాఁగదే\nతద్దయు నేఁడు నాకడకు దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00116		
pdy-vutpalamaala-0096	vutpalamaala	vruttamu	""	train	పాపము లొందువేళ రణపన్నగభూత భయజ్వరాదులం\nదాపద నొందువేళ భరతాగ్రజ మిమ్ము భజించువారికిం\nబ్రాపుగ నీవుఁ దమ్ముఁడిరు ప్రక్కియలంజని తద్విపత్తిసం\nతాపముమాన్పి కాతువఁట దాశరథీ! కరుణాపయోనిధి!	false	["seq"]	["seq"]	173	ీ	ి	shorten	3	19	కరుణాపయోనిధి	false	3	6	78	||	["ని","ధి"]	pdy-v-00117		
pdy-vutpalamaala-0097	vutpalamaala	vruttamu	""	dev	నేనొనరించు పాపము లనేకములైనను నాదుజిహ్వకుం\nబానకమయ్యె మీపరమ పావననామము దొంటి చిల్క "రా\nమా! ననుఁగావు"మన్న తుది మాటకు సద్గతిఁజెందెఁ గావున\nన్‌ దాని ధరింపఁగోరెదను దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00118		
pdy-champakamaala-0157	champakamaala	vruttamu	""	train	పరుల ధనంబుఁజూచి పర భామల జూచి హరింపగోరు మ\nద్గురుతరమానసంబనెడు దొంగనుబట్టి నిరూఢదాస్య వి\nస్ఫురితవివేక పాశములఁ జుట్టి భవచ్చరణంబనే మరు\nత్తరువునఁ గట్టీవేయఁగదె దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	144	ి	ీ	lengthen	3	5	గట్టీవేయఁగదె	false	3	1	66	|UU	["న","గ","ట్టీ"]	pdy-v-00119		
pdy-vutpalamaala-0101	vutpalamaala	vruttamu	""	train	దాసిన చుట్టమా శబరి దాని దయామతి నేలినావు నీ\nదాసుని దాసుడా గుహుడు తావక దాస్య మొసంగినావు నే\nజేసినపాపమో వినుతి చేసిన గావవు గావుమయ్య నీ\nదాసులలోన నేనొకఁడ దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00120		
pdy-vutpalamaala-0103	vutpalamaala	vruttamu	""	train	నీలఘనాభమూర్తివగు నిన్నుఁగనుంగొనఁగోరి వేడిన\nన్‌ జాలముసేసి డాగెదవు సంస్తుతికెక్కిన రామనామ మే\nమూలను దాచుకోఁగలవు ముక్తికి బ్రాపది పాపమూలకు\nద్దాలముగాదె మాయెడల దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00121		
pdy-champakamaala-0162	champakamaala	vruttamu	""	train	చరణము సోఁకినట్టి శిల జవ్వనిరూపగు టొక్కవింత సు\nస్థిరముగ నీటిపై గిరులు దేలిన దొక్కటి వింతగాని మీ\nస్మరణఁ దనర్చుమానవులు సద్గతిఁజెందిన దెంతవింత యి\nధరను ధరాత్మజారమణ దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	140	ీ	ి	shorten	2	20	యి	true	2	6	60	U||	["విం","త","యి"]	pdy-v-00122		
pdy-vutpalamaala-0112	vutpalamaala	vruttamu	""	train	వారిచరావతారమున వారధిలోఁ జొఱఁబాఱిఁ క్రోధ వి\nస్తారగుడైన యా నిగమ తస్కరవీర నిశాచరేంద్రుని\nన్‌ జేరి వధించి వేదముల చిక్కెడలించి విరించికిన్‌ మహో\nదారతనిచ్చితీవెగద దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00123		
pdy-champakamaala-0163	champakamaala	vruttamu	""	train	కరమనురక్తి మందరము గవ్వముగా నహీరాజు ద్రాడుగా\nదొరకొని దేవదానవులు దుగ్ధపయోధి మథించుచున్నచో\nధరణిచలింప లోకములు తల్లడమందఁగఁ గూర్మమై ధరా\nధరము ధరించితీవె కద దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	29	ి	ీ	lengthen	0	15	నహీరాజు	false	0	5	15	UU|	["హీ","రా","జు"]	pdy-v-00124		
pdy-vutpalamaala-0113	vutpalamaala	vruttamu	""	train	ధారుణీ జాపజుట్టిన విధంబునగైకొని హేమనేత్రుఁడ\nవ్వారిధిలోన డాఁగినను వానివధించి వరాహమూర్తివై\nధారుణిఁ దొంటి కైవడిని దక్షిణశృంగమునన్‌ ధరించి వి\nస్తార మొనర్చితీవెకద దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	5	ి	ీ	lengthen	0	2	ధారుణీ	true	0	0	0	U|U	["ధా","రు","ణీ"]	pdy-v-00125		
pdy-champakamaala-0167	champakamaala	vruttamu	""	train	దురమునఁ దాటకం దునిమి ధూర్జటివిల్‌ దునుమాడి సీతనుం\nబరిణయమంది తండ్రిపనుపన్‌ ఘనకాననభూమి కేఁగి దు\nస్తరపటుచండ కాండకులిశాహతి రావణకుంభకర్ణ భూ\nధరములఁ గూల్చితీవెకద దాశరథీ! కరుణాపయోనిధీ!	true	[]	[]														pdy-v-00126		
pdy-champakamaala-0170	champakamaala	vruttamu	""	test	మనమున నూహపోహణలు మర్వకమున్నె కఫాదిరోగము\nల్‌ దనువుననంటి మేనిబిగీ దప్పకమున్నె నరుండు మోక్ష సా\nధన మొనరింపఁగావలయుఁ దత్త్వవిచారము మానియుండుట\nల్తనువునకున్‌ విరోధమిది దాశరథీ! కరుణాపయోనిధీ!	false	["seq"]	["seq"]	61	ి	ీ	lengthen	1	9	మేనిబిగీ	false	1	3	30	UU|	["గీ","ద","ప్ప"]	pdy-v-00127		
